Product_Name,Company,Export_Country,Date,Units_Sold,Unit_Price,Profit_Per_Unit,Export_Value,Destination_Port,Transportation_Mode
Palm Oil,Agro Export Nigeria Ltd,Netherlands,2022-07-13,324,21715.79,5623.25,7035915.96,Warri,Sea
Cocoa,Farmgate Nigeria Limited,Sweden,2023-09-26,250,39171.51,5314.78,9792877.5,Port Harcourt,Sea
Sesame,Agro Allied Exporters Nigeria Limited,Switzerland,2020-02-06,764,43203.73,8734.57,33007649.72,Warri,Sea
Rubber,Nigeria Agro Export Company,Germany,2021-10-14,789,45177.74,7969.12,35645236.86,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,Switzerland,2021-10-05,388,14002.05,7799.02,5432795.4,Lagos,Sea
Rubber,Greenfield Agro Exporters Nigeria Limited,Denmark,2023-04-03,563,21775.76,2517.02,12259752.88,Lagos,Sea
Cassava,Golden Farms Nigeria Limited,Austria,2021-02-12,793,45126.35,5472.16,35785195.55,Lagos,Sea
Plantain,Golden Farms Nigeria Limited,France,2023-12-03,685,48325.91,2197.46,33103248.35,Port Harcourt,Sea
Sesame,Nigeria Agro Export Company,Sweden,2021-01-06,649,33652.55,2030.3,21840504.95,Lagos,Sea
Ginger,Prime Agro Exports Nigeria Limited,Switzerland,2020-02-08,459,30252.46,2958.05,13885879.14,Port Harcourt,Sea
Ginger,Farmgate Nigeria Limited,Sweden,2023-12-24,457,16150.42,9986.08,7380741.94,Calabar,Sea
Plantain,Agro Allied Exporters Nigeria Limited,Switzerland,2021-08-01,473,30671.94,7740.41,14507827.62,Lagos,Sea
Rubber,Golden Farms Nigeria Limited,Italy,2022-11-25,709,25837.66,7576.26,18318900.94,Calabar,Sea
Sesame,Golden Farms Nigeria Limited,Italy,2021-02-21,414,42114.2,5486.61,17435278.8,Lagos,Sea
Sesame,Nigerian Export Promotion Council (NEPC),Italy,2022-08-06,476,14011.07,5099.37,6669269.32,Calabar,Sea
Plantain,Nigeria Agro Export Company,Austria,2022-02-07,394,46216.74,4748.54,18209395.56,Lagos,Sea
Cashew,Agriplus Nigeria Limited,Germany,2022-09-13,823,27043.87,3741.34,22257105.01,Lagos,Sea
Rubber,Nigerian Export Promotion Council (NEPC),Spain,2020-02-08,143,16022.18,6105.63,2291171.74,Calabar,Sea
Sesame,Solid Agro Nigeria Limited,France,2020-01-24,594,32943.76,2699.9,19568593.44,Warri,Sea
Sesame,Greenfield Agro Exporters Nigeria Limited,Germany,2021-12-27,263,33990.48,8787.78,8939496.24,Lagos,Sea
Rubber,Farmgate Nigeria Limited,France,2020-12-27,401,23465.06,6456.01,9409489.06,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Netherlands,2020-03-26,534,15831.82,3835.13,8454191.88,Port Harcourt,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Austria,2022-11-22,129,18817.41,4803.29,2427445.89,Lagos,Sea
Cassava,Agriplus Nigeria Limited,Denmark,2023-04-11,398,14862.53,2323.59,5915286.94,Lagos,Sea
Cassava,Nigeria Agro Export Company,Austria,2022-09-12,512,27999.61,8423.8,14335800.32,Lagos,Sea
Ginger,Agro Export Nigeria Ltd,Austria,2022-11-04,787,35424.54,7667.6,27879112.98,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Spain,2020-04-26,566,10637.35,3020.33,6020740.1,Calabar,Sea
Ginger,Solid Agro Nigeria Limited,France,2023-06-13,891,35087.34,5489.92,31262819.94,Lagos,Sea
Cassava,Prime Agro Exports Nigeria Limited,Spain,2023-04-15,627,49380.09,3564.84,30961316.43,Lagos,Sea
Plantain,Prime Agro Exports Nigeria Limited,Belgium,2021-09-27,743,24056.22,9317.83,17873771.46,Calabar,Sea
Cocoa,Golden Farms Nigeria Limited,Germany,2022-06-07,775,13645.3,6202.53,10575107.5,Warri,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Spain,2022-02-06,881,26436.88,3810.84,23290891.28,Port Harcourt,Sea
Sesame,Nigeria Agro Export Company,Austria,2020-02-19,905,42903.63,2926.81,38827785.15,Lagos,Sea
Cassava,Greenfield Agro Exporters Nigeria Limited,Denmark,2023-07-24,841,43215.55,9448.55,36344277.55,Lagos,Sea
Palm Oil,Solid Agro Nigeria Limited,Italy,2021-11-20,487,48839.39,6529.26,23784782.93,Calabar,Sea
Cashew,Farmgate Nigeria Limited,France,2020-08-08,390,38419.12,7127.08,14983456.8,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Germany,2022-12-18,409,34153.61,9814.72,13968826.49,Lagos,Sea
Ginger,Nigerian Export Promotion Council (NEPC),Italy,2023-11-18,198,31390.01,5406.99,6215221.98,Port Harcourt,Sea
Cassava,Solid Agro Nigeria Limited,Austria,2020-06-04,748,25682.21,9748.12,19210293.08,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Switzerland,2023-12-14,475,12470.79,4281.38,5923625.25,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Austria,2021-12-20,375,14459.63,7873.61,5422361.25,Lagos,Sea
Sesame,Prime Agro Exports Nigeria Limited,Netherlands,2021-09-01,814,30126.69,4693.67,24523125.66,Calabar,Sea
Cocoa,Solid Agro Nigeria Limited,Sweden,2023-09-15,222,28231.62,7367.68,6267419.64,Lagos,Sea
Sesame,Prime Agro Exports Nigeria Limited,Italy,2021-06-20,190,22327.68,6223.45,4242259.2,Lagos,Sea
Palm Oil,Nigerian Export Promotion Council (NEPC),Belgium,2023-05-23,567,35646.93,2499.84,20211809.31,Lagos,Sea
Palm Oil,Farmgate Nigeria Limited,Sweden,2022-08-15,595,33805.15,8217.57,20114064.25,Lagos,Sea
Cashew,Solid Agro Nigeria Limited,Belgium,2023-09-09,705,20889.94,5798.03,14727407.7,Warri,Sea
Cassava,Solid Agro Nigeria Limited,Switzerland,2023-08-27,341,49196.09,2640.45,16775866.69,Lagos,Sea
Sesame,Nigeria Agro Export Company,Belgium,2023-04-25,654,10417.46,5360.66,6813018.84,Lagos,Sea
Cocoa,Agro Allied Exporters Nigeria Limited,Austria,2022-08-23,639,35392.97,6671.2,22616107.83,Warri,Sea
Plantain,Agro Export Nigeria Ltd,France,2020-03-01,462,32503.8,8516.97,15016755.6,Lagos,Sea
Cassava,Nigerian Export Promotion Council (NEPC),France,2020-06-21,467,13294.58,4013.08,6208568.86,Lagos,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),Switzerland,2023-04-01,902,26139.97,4595.39,23578252.94,Warri,Sea
Cassava,Agriplus Nigeria Limited,Germany,2022-02-13,965,36870,4666.84,35579550,Warri,Sea
Cashew,Golden Farms Nigeria Limited,Denmark,2021-10-06,344,11762.79,5039.24,4046399.76,Lagos,Sea
Ginger,Solid Agro Nigeria Limited,Switzerland,2021-05-15,511,31655.61,8956.6,16176016.71,Lagos,Sea
Cassava,Solid Agro Nigeria Limited,Denmark,2022-07-26,205,19635.92,4458.43,4025363.6,Port Harcourt,Sea
Plantain,Golden Farms Nigeria Limited,Belgium,2021-11-29,522,19308.83,3240.13,10079209.26,Warri,Sea
Plantain,Agro Allied Exporters Nigeria Limited,France,2020-02-07,292,39681.37,9990.57,11586960.04,Lagos,Sea
Cocoa,Golden Farms Nigeria Limited,France,2022-01-12,994,38992.61,8142.85,38758654.34,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Spain,2020-12-03,290,18007.19,9572.06,5222085.1,Port Harcourt,Sea
Palm Oil,Agriplus Nigeria Limited,Denmark,2023-01-21,530,14332.67,8759.32,7596315.1,Lagos,Sea
Cashew,Prime Agro Exports Nigeria Limited,Austria,2020-10-24,208,31322.8,7800.08,6515142.4,Lagos,Sea
Plantain,Farmgate Nigeria Limited,Belgium,2021-03-08,797,47976.47,6541.42,38237246.59,Lagos,Sea
Ginger,Prime Agro Exports Nigeria Limited,Austria,2020-12-25,925,13785.14,8374.84,12751254.5,Lagos,Sea
Palm Oil,Farmgate Nigeria Limited,France,2021-11-30,809,22118.5,3485.39,17893866.5,Port Harcourt,Sea
Sesame,Agriplus Nigeria Limited,Sweden,2022-06-11,343,28619.01,8180.16,9816320.43,Lagos,Sea
Ginger,Greenfield Agro Exporters Nigeria Limited,Belgium,2022-10-01,556,46687.6,6872.49,25958305.6,Lagos,Sea
Cashew,Nigeria Agro Export Company,Denmark,2022-01-02,225,27359.34,4792.7,6155851.5,Lagos,Sea
Ginger,Golden Farms Nigeria Limited,Sweden,2021-01-28,218,18450.31,3273.85,4022167.58,Lagos,Sea
Ginger,Agro Allied Exporters Nigeria Limited,Switzerland,2021-05-25,715,36611.18,9363.95,26176993.7,Warri,Sea
Sesame,Solid Agro Nigeria Limited,Italy,2020-04-22,583,40492.17,5945.15,23606935.11,Port Harcourt,Sea
Cocoa,Nigerian Export Promotion Council (NEPC),France,2021-03-18,619,35120.03,4158.59,21739298.57,Calabar,Sea
Cashew,Nigeria Agro Export Company,Netherlands,2023-06-11,730,49937.99,9149.4,36454732.7,Warri,Sea
Rubber,Agro Export Nigeria Ltd,Sweden,2023-11-01,952,15607.62,5086.57,14858454.24,Lagos,Sea
Rubber,Agro Allied Exporters Nigeria Limited,Netherlands,2023-08-06,447,49544.5,6381.92,22146391.5,Lagos,Sea
Cashew,Greenfield Agro Exporters Nigeria Limited,Germany,2023-03-05,315,42814.92,6620.22,13486699.8,Lagos,Sea
Cassava,Nigeria Agro Export Company,Denmark,2020-08-09,504,10656.58,9979.02,5370916.32,Lagos,Sea
